CarAge,Mileage,Brand,FuelType,Transmission,OwnerCount,EngineSize,Horsepower,CarCondition,ResalePrice
18,33358.77390300287,Mercedes,Hybrid,Automatic,3.0,1.238546411299466,60.84854325427105,Excellent,16093.458506324434
4,38997.69434126922,Audi,Diesel,Automatic,2.0,1.8176110704482358,182.60072882682232,Good,61394.41055723719
14,47059.491531383,Audi,Hybrid,Automatic,4.0,1.9975330376495575,166.71629071502423,Poor,43773.44800371354
18,66814.68964259098,Kia,Diesel,Automatic,4.0,1.9060885441798598,187.10042718304186,Fair,57003.834272578526
9,54156.05014706627,Toyota,Hybrid,Automatic,1.0,1.8380572180925059,52.09054024758504,Excellent,41699.0578228408
2,24147.493056954747,Mercedes,Petrol,Manual,1.0,2.7621770890329054,233.06651140616367,Good,82017.4076214465
15,39356.62873745621,Ford,Petrol,Automatic,3.0,2.153709930412352,118.3747510244902,Fair,48270.75892537887
7,37852.91133575577,Nissan,Petrol,Manual,1.0,2.3253641633773787,193.7028755457805,Fair,58628.55127200425
12,48455.57909553909,Hyundai,Electric,Automatic,2.0,2.90531864460718,74.00928426572116,Good,42013.28744396429
8,150000.0,Kia,Petrol,Automatic,2.0,2.4934503327750583,119.0089134413036,Poor,40525.58267441484
15,58364.115117759444,Honda,Diesel,Manual,1.0,1.8632013986555085,128.23517105346747,Excellent,42350.17964004609
3,14479.764919031957,Nissan,Hybrid,Automatic,1.0,1.0734975888672547,109.12633938536416,Fair,43853.71868925947
14,71278.81975121712,Honda,Hybrid,Manual,1.0,1.8143394443044936,117.09227977869239,Fair,36876.038487857135
17,55051.37691993247,Hyundai,Hybrid,Automatic,3.0,2.7277345949679312,214.80621127733826,Good,58652.708622866856
4,,Hyundai,Hybrid,Manual,3.0,2.4899234265645056,136.41944561193574,Good,
18,58883.96654581344,Nissan,Diesel,Manual,2.0,1.8163121341656354,235.1610656098918,Good,65282.44921362563
8,72026.45915471524,Kia,Hybrid,Automatic,3.0,1.9604757476339398,192.22192253096057,Fair,57513.262174561954
4,59330.90622900254,Toyota,Diesel,Manual,3.0,2.063909268564297,69.81397343858966,Poor,40881.93344331968
2,76924.51512405496,Audi,Diesel,Manual,4.0,1.6920147734572026,136.31067329781283,Poor,48604.72737913494
30,60445.012720355575,Hyundai,Hybrid,Automatic,,1.7219386012901694,134.55213616482308,Excellent,29761.03409869912
10,48041.69507114192,Kia,Hybrid,Automatic,2.0,1.6755561021229257,112.13398075364904,Good,50041.04337331486
4,95448.69440893763,Hyundai,Hybrid,Manual,1.0,2.2461688094477674,198.79179979167455,Excellent,75176.09494265848
18,67780.74244559783,BMW,Diesel,Automatic,4.0,1.4720623490213076,184.4786836442934,Fair,45409.85536282038
12,61474.88842008826,Audi,Electric,Manual,1.0,2.7209365829776475,236.28327208821403,Fair,74269.27673142224
2,24473.911669233283,Hyundai,Diesel,Manual,3.0,1.9968894283035645,131.66091576581113,Fair,64718.87801880922
10,24233.847650729247,Kia,Electric,Manual,2.0,1.447102384309293,167.53216969657078,Excellent,51080.32636618554
4,55854.30964283707,Hyundai,Hybrid,Automatic,3.0,2.513003124302759,135.90581073401285,Good,64213.67766276414
14,52910.423955364815,Honda,Diesel,Automatic,3.0,2.750145782724057,134.06869300190186,Excellent,59016.73600223189
16,37717.54869983368,Nissan,Hybrid,Manual,4.0,3.5705546434983795,182.44714578633037,Excellent,58149.277007794786
15,,Nissan,Electric,Manual,4.0,2.6853868619621903,238.0492187227565,Fair,
8,81772.53856087191,Hyundai,Electric,Manual,2.0,1.5624091300773948,189.38632572294222,Fair,60088.90662505982
14,63908.04949100597,Kia,Diesel,Automatic,2.0,2.1050330374134583,185.10531968928075,Poor,50553.65053653665
8,27179.829804945235,Honda,Diesel,Manual,4.0,3.2643611624618436,147.64594242183378,Good,60464.662270809175
16,47769.82345714112,Toyota,Diesel,Automatic,4.0,1.6109206419188018,183.90645948483123,Good,44452.13791184852
13,33900.67038294878,Toyota,Diesel,Manual,4.0,1.3650081100494051,197.11570189939295,Good,70215.9765594324
18,42246.00167182878,Honda,Petrol,Manual,4.0,1.8050141458390812,115.65026851761812,Excellent,37445.267637248624
15,41727.68668740714,Ford,Petrol,Manual,2.0,1.492644297702872,151.66251312864185,Fair,35632.10731728582
13,40447.0883479199,Kia,Hybrid,Manual,2.0,1.6962172946139629,137.03382650975703,Fair,39174.90576026713
9,24897.292560532103,Toyota,Electric,Automatic,3.0,1.6694038721637399,124.70009815499438,Poor,50912.59453238714
15,47446.9063696362,Ford,Electric,Automatic,3.0,5.0,189.32785485018007,Excellent,83768.01473612996
13,38787.8472630538,Kia,Hybrid,Automatic,3.0,1.3517009112953202,140.58197303682095,Good,45618.832840238414
1,-8588.973800045358,Honda,Hybrid,Automatic,2.0,2.065433762497642,168.9647278990917,Excellent,77372.9918263528
7,91059.44049003326,Ford,Hybrid,Automatic,1.0,1.6175274623322022,169.2990030630106,Fair,47314.467780460654
9,71775.39308433344,Ford,Petrol,Manual,3.0,2.2749928545493967,139.21285823125797,Poor,42259.945824593044
1,,Hyundai,Hybrid,Automatic,,2.3294318977942883,91.78419181216483,Excellent,
12,50376.38099481197,Mercedes,Electric,Automatic,1.0,2.446306230422148,135.97362452490904,Fair,48437.29084905749
8,26566.913053648765,Mercedes,Hybrid,Automatic,1.0,2.446215915082174,171.1309756398237,Excellent,72050.86016730976
11,83914.4575562173,Kia,Diesel,Automatic,4.0,1.6894475276704144,162.0978841658959,Fair,35860.948676530345
19,87945.77389546223,Hyundai,Electric,Manual,2.0,1.997822167918457,71.96234618282521,Excellent,24379.673699205247
17,150000.0,Nissan,Electric,Manual,2.0,2.7348249609895907,182.45425967304044,Good,52703.22721836675
8,70470.6128837069,Audi,Electric,Manual,3.0,2.2209504942735085,127.85971688524863,Excellent,53729.403735290194
3,53505.735578678476,Audi,Petrol,Automatic,3.0,2.4437001553479414,172.90720237602773,Excellent,73149.35939010623
3,23265.49122248139,Ford,Petrol,Manual,2.0,1.39148679316673,182.5964215746463,Good,60184.76571817768
1,41763.53262072685,BMW,Electric,Manual,4.0,2.4768034587687615,168.81142813892427,Excellent,74300.46507606033
5,52638.55933543914,Toyota,Diesel,Automatic,2.0,1.0569541260684638,225.28714202426184,Fair,67063.14510825588
10,40909.04562513112,Toyota,Electric,Automatic,1.0,1.2354969636517428,189.97501898995876,Fair,59423.856766878576
7,45626.93445129928,Hyundai,Petrol,Automatic,2.0,1.5502930374209591,131.86110734728138,Fair,48791.89405697357
9,48172.008849817714,Mercedes,Diesel,Manual,4.0,2.2127984048475624,135.9405278649939,Fair,41256.381163501566
7,48382.43004269077,BMW,Electric,Automatic,2.0,2.298371226138866,146.98892992895392,Fair,45768.37082610166
9,,Hyundai,Petrol,Manual,2.0,1.592966656332787,135.94048014158162,Good,
8,28787.898672067982,Ford,Diesel,Manual,2.0,1.037648224309561,164.78101377829947,Good,64934.71817831024
12,35659.677017441274,BMW,Hybrid,Manual,1.0,2.4767467177600064,104.64607869448713,Excellent,43147.97114001298
2,24308.314686000613,Toyota,Hybrid,Manual,3.0,2.293796880269224,205.28893797431337,Fair,78368.66173293864
1,69556.31099372401,Kia,Electric,Manual,4.0,2.2138999546266147,151.65888544832933,Excellent,71119.33897521351
16,7887.06116319351,Ford,Hybrid,Automatic,1.0,2.963329221506068,204.12633219617356,Fair,57878.64807298178
5,73071.8068663385,Hyundai,Petrol,Manual,2.0,2.075009353179952,102.65670546327914,Excellent,43631.484400777095
3,77726.98794525687,Nissan,Diesel,Manual,2.0,1.5040479383365302,102.79950658413962,Good,41700.73376291971
12,43956.38826034757,Honda,Electric,Manual,3.0,2.664383353938997,193.17411840282966,Fair,59117.48545229927
8,-2062.741756545969,Ford,Diesel,Manual,3.0,1.7962638134038464,124.10671562642524,Good,52025.463313532106
30,42773.78876065419,Ford,Diesel,Manual,,1.9474102916037883,110.1265754947971,Excellent,14524.220985600092
1,48716.31677422361,Nissan,Diesel,Automatic,1.0,1.7317764805181424,196.56282505306777,Good,67662.66861992533
3,29788.035601421732,Kia,Petrol,Manual,4.0,1.5838134647531994,117.51550038708532,Good,59032.98502132349
5,39695.632123835145,Nissan,Electric,Manual,3.0,1.7892196306744326,149.24952725806605,Good,65136.676745017234
15,80603.90397726702,Audi,Hybrid,Manual,2.0,2.7603150397353025,128.3406434435451,Poor,39456.167772311695
14,,Audi,Diesel,Manual,4.0,1.4667424448346094,180.3080147379763,Excellent,
3,31508.717712438,Ford,Diesel,Automatic,2.0,2.5347564196082404,159.06502365036434,Excellent,68436.8505039043
1,18048.01660809136,Toyota,Diesel,Manual,2.0,1.0754680021376655,186.45098821313076,Fair,78540.31994915448
5,43459.653647804575,Audi,Petrol,Manual,4.0,2.8004815774877407,102.04379847856438,Fair,47331.49931132374
14,45730.864412991235,Kia,Hybrid,Manual,1.0,2.852866164542606,159.64298279947417,Fair,58428.58849584405
7,59923.98374726633,Ford,Diesel,Manual,4.0,1.4881202139166319,153.66184295981614,Good,56742.32720536159
9,39293.66574864682,Kia,Petrol,Automatic,3.0,2.039468172636763,120.041878747699,Excellent,42939.34310742615
15,60229.991507237224,Toyota,Petrol,Automatic,4.0,2.321925959609091,108.57162303395027,Good,44608.88475659698
15,88703.08080120457,Toyota,Diesel,Automatic,3.0,1.697946382971979,146.51301733585493,Excellent,47735.79147838616
10,66310.02044888525,Audi,Diesel,Manual,3.0,2.9413707524369985,138.36095971950076,Good,52465.69817940146
13,49038.229853384546,Hyundai,Petrol,Automatic,4.0,2.010805715727283,197.19580285915572,Fair,59181.584880704635
19,46336.99057893411,Nissan,Petrol,Automatic,4.0,1.739938240852687,183.03127917194678,Good,54970.97322332095
7,42866.53731640257,Mercedes,Diesel,Automatic,3.0,2.039411000001323,122.55237167639118,Poor,45114.277810298256
17,73612.81824904289,Ford,Petrol,Automatic,2.0,1.6318858389137345,139.7219435259805,Fair,36963.38849643225
4,37453.73108097394,Hyundai,Petrol,Automatic,4.0,2.0104646011945966,171.87979734062552,Poor,62673.835586065165
5,,Ford,Diesel,Manual,1.0,1.7751128849048095,176.2783201692882,Poor,
7,51023.958037621705,Nissan,Diesel,Automatic,3.0,1.6104847367953339,197.5446875602278,Fair,53151.76428480142
13,39964.31614376936,Nissan,Electric,Automatic,2.0,2.398733370237125,147.44653413482874,Poor,53774.81817030435
15,22550.689042317983,BMW,Hybrid,Automatic,4.0,1.153786543034184,156.36789467972508,Poor,46011.61374033616
11,56459.490072353365,Kia,Diesel,Manual,4.0,2.8813949943596766,78.7954719631413,Excellent,47840.985300311295
4,48779.92056289233,Audi,Diesel,Manual,,2.11519458520411,105.59207504130211,Good,47360.67181289178
13,60004.809388731395,BMW,Diesel,Automatic,1.0,2.923571497598054,186.44511384731973,Poor,63491.82902974274
7,39327.99387121666,Toyota,Hybrid,Manual,3.0,2.4810038457985426,106.32580496847345,Good,39295.97924358955
19,74416.42597626096,Mercedes,Electric,Manual,4.0,1.3282776960659999,82.9757763537304,Poor,20500.308912306184
2,32464.524375763103,Audi,Petrol,Automatic,1.0,2.0353611217003604,180.74960497458088,Fair,68342.02634827323
10,84240.80568035785,Toyota,Hybrid,Manual,3.0,1.1024034860141225,134.21199134691742,Fair,48241.172931601985
13,15047.26980343477,Kia,Diesel,Automatic,1.0,1.5482086818127043,118.20449995328323,Excellent,47211.82168202591
6,58695.40129113782,Kia,Diesel,Automatic,3.0,1.9315962192600704,90.84037043411982,Fair,53748.20852186707
12,59508.61365053247,Kia,Electric,Automatic,3.0,1.6474519716572162,91.1268176597947,Excellent,42175.20593899297
12,34088.858641182356,BMW,Electric,Manual,1.0,1.761768882746889,132.13642967430394,Fair,45189.41899935669
11,,Honda,Electric,Automatic,3.0,1.6664570399321008,144.349697487428,Good,
7,75590.37339520318,Hyundai,Petrol,Automatic,4.0,3.1145331361948334,199.75214814012696,Poor,76659.42554450114
1,5663.623212918712,Nissan,Hybrid,Manual,4.0,2.05942750522058,144.6776114005426,Poor,70783.59861691203
1,60054.89614981629,Mercedes,Hybrid,Automatic,1.0,2.311731962834551,137.16807325769622,Excellent,66281.35398867316
13,134.583593398449,Nissan,Electric,Manual,1.0,1.974105121880989,138.42499978152458,Fair,50860.45149441909
9,30686.703929535837,Honda,Petrol,Manual,3.0,5.0,59.895313369599975,Good,46455.672207759984
3,82583.3272980189,Audi,Hybrid,Automatic,3.0,0.9723141830358193,130.39867937974606,Good,52523.30113282552
7,38364.35933215892,Toyota,Diesel,Manual,1.0,2.83535375149474,175.384669701359,Fair,70323.8507117691
6,26522.400711820548,Toyota,Diesel,Automatic,2.0,1.6390991437888247,153.47948604958708,Poor,54430.58050225832
8,46041.24542030636,Mercedes,Diesel,Manual,1.0,2.5729010507808825,181.030888861163,Fair,60083.62720727459
9,91358.12676327105,BMW,Hybrid,Manual,2.0,2.592346533349025,193.27815763067315,Poor,68471.19427916575
5,13366.355055879474,Mercedes,Electric,Manual,2.0,1.1008375567543975,84.19303596503917,Fair,37725.215988292744
1,28973.80176721311,Mercedes,Diesel,Manual,1.0,2.0280411981525175,123.98452680424705,Poor,45436.41009812747
19,79948.63366359253,Toyota,Electric,Automatic,1.0,2.2026665119993645,190.16259325996526,Excellent,39768.76063061584
10,87154.04687075465,Kia,Petrol,Automatic,1.0,2.0549002691571836,154.1954545545535,Good,48611.5023987348
30,,Mercedes,Diesel,Manual,,1.9995299094019405,144.02046391943207,Fair,
15,25218.94594946715,Mercedes,Petrol,Automatic,4.0,1.7820963236830225,191.34611940287243,Poor,58050.074719380544
9,91916.87003618319,Nissan,Electric,Automatic,4.0,1.6430789813742535,118.3318673729816,Poor,35581.55074167637
17,81888.84783498393,Kia,Hybrid,Automatic,1.0,2.529020117451471,120.7388854181751,Poor,41660.39690037702
17,63578.93975524466,Toyota,Electric,Automatic,1.0,2.198879572106235,118.1133797312307,Excellent,50095.628120744484
12,33751.9530212516,BMW,Diesel,Automatic,3.0,2.092660829448907,96.81932883016641,Poor,42518.96388555769
7,49019.41318323927,Hyundai,Diesel,Automatic,3.0,1.19944130615716,141.13340374830815,Good,52209.26515926252
2,46792.798379103384,Toyota,Electric,Automatic,3.0,1.8716570300370599,157.21544268515134,Excellent,64689.46921937812
3,56617.02609231156,Toyota,Diesel,Manual,1.0,1.9720891937221467,108.2383604600696,Poor,43093.0252499654
17,79020.02876262672,Mercedes,Diesel,Automatic,4.0,2.420390237492251,145.71324910668437,Good,58224.4529721808
5,150000.0,Nissan,Petrol,Manual,4.0,1.1282233977770142,126.08371425174172,Poor,50469.656703872395
17,28452.478460304836,Honda,Hybrid,Manual,1.0,1.4520976736482858,146.92892964973507,Good,44035.33559884011
17,77529.92900039075,Ford,Electric,Manual,1.0,2.89936563431366,207.77776200748548,Good,56058.41342732814
17,56262.64280026311,Nissan,Petrol,Automatic,2.0,1.601308517099602,153.44326676344014,Poor,45266.66029746143
2,63741.315917178326,Honda,Diesel,Automatic,2.0,1.0742218541353283,154.23960790487243,Good,54920.78805811014
2,,Mercedes,Petrol,Manual,4.0,1.6509143357627525,231.5168497467299,Fair,
5,27768.395009728978,Mercedes,Hybrid,Manual,3.0,1.603092278002364,129.70509800492047,Poor,45110.64265269719
1,49283.48842587074,BMW,Electric,Automatic,4.0,2.3255635303411455,174.51076818555484,Fair,72766.8406131645
1,39370.9089728157,Honda,Hybrid,Automatic,2.0,2.3194207513702976,128.75152146420237,Good,66227.55904520056
19,18642.811492690882,Audi,Hybrid,Automatic,4.0,1.5153190949763555,181.43009803705752,Excellent,61752.215728969575
2,56934.1995520984,Ford,Petrol,Manual,2.0,1.8105385532317557,113.80861498877354,Excellent,55903.47183324915
12,100231.13103168848,BMW,Petrol,Manual,2.0,2.268468546418465,136.60598952835696,Good,48734.009878894154
6,13198.445109884946,Nissan,Hybrid,Automatic,3.0,2.28522388707648,127.55427335124566,Fair,55363.8260867105
4,49354.38777901059,Nissan,Diesel,Automatic,3.0,1.4827040934208093,108.25733040866845,Poor,57732.057158386444
11,62810.85870149547,Honda,Electric,Manual,2.0,1.5379584652799472,64.94677832963123,Excellent,37573.678185173296
17,52461.56403312362,Nissan,Diesel,Automatic,,3.058166171863419,166.29789772113054,Fair,51481.00723632777
6,47737.438949685195,Audi,Diesel,Automatic,3.0,1.8701415729674,124.52625744263551,Excellent,45966.19166143431
5,24015.672731083516,Mercedes,Electric,Manual,2.0,2.746724225869449,139.13486467283926,Excellent,64086.23428545369
2,54655.73485880328,Honda,Petrol,Manual,1.0,2.114305496352579,144.819711142415,Good,61422.21004052474
6,34864.72045968147,Nissan,Diesel,Manual,1.0,2.547512468609641,91.36527421573842,Poor,47646.997615722976
11,,Mercedes,Petrol,Manual,4.0,2.312643018330703,134.2794226744565,Fair,
16,73891.84441027461,Kia,Electric,Automatic,4.0,2.0854977569452084,78.53298858638483,Fair,33665.659716620685
16,69167.71639684084,Toyota,Diesel,Manual,3.0,2.0795809507115766,131.61611926363992,Poor,37558.93354284285
1,51033.2195370216,Mercedes,Petrol,Automatic,1.0,1.379647551112387,209.92792873448292,Fair,75915.8218898158
9,54581.49376411405,Toyota,Petrol,Automatic,3.0,1.9166624759466546,128.48350098013088,Excellent,53891.37566084361
6,71486.36025431124,Honda,Diesel,Automatic,2.0,1.738978220436992,104.09810860448115,Poor,43038.6673945528
16,54486.79313556165,Hyundai,Electric,Manual,3.0,1.836082904919311,130.3934902070685,Excellent,43855.78670089296
3,68080.35109522629,Mercedes,Hybrid,Manual,1.0,1.8152167940635533,212.73566824013443,Excellent,79359.06892035471
4,44050.355982523,Toyota,Petrol,Automatic,4.0,2.081199600877864,132.0326845010088,Excellent,45893.758991103
19,76239.67477147892,Honda,Electric,Automatic,3.0,2.3189767915977244,88.0047659558306,Poor,30913.48861759934
3,56415.71451865368,Mercedes,Diesel,Manual,4.0,1.9312375548243559,76.97396819215933,Fair,36861.11177869449
19,53881.03887211748,Honda,Petrol,Automatic,3.0,2.4774405129118557,133.79214734198007,Excellent,47432.776821187595
7,24598.77822575936,Hyundai,Petrol,Automatic,2.0,1.7922755798672383,182.5280086754867,Poor,63142.09279357313
9,55739.11708603417,Hyundai,Petrol,Automatic,1.0,2.0433483002315986,167.640912672861,Poor,60415.72594182448
1,33360.90165011097,Ford,Electric,Automatic,3.0,3.2616853088317743,193.91261932326765,Good,77030.41465091202
8,,BMW,Petrol,Automatic,2.0,1.399304030586722,175.11476450609675,Good,
7,33692.487433677576,Honda,Petrol,Automatic,2.0,1.789304289960287,150.44891054693167,Good,54801.93521675278
18,28675.3013620155,BMW,Diesel,Automatic,2.0,1.0928047568097088,44.375096595091634,Fair,15001.106337125259
8,92495.42806033924,Ford,Petrol,Automatic,4.0,2.1142236365539344,205.39395125394432,Fair,65239.10161859632
1,76626.78123976805,Audi,Electric,Manual,4.0,2.0082686800057727,91.72869185003572,Fair,45809.21953930261
30,150000.0,Mercedes,Diesel,Manual,,2.0628597717206265,242.42424737902584,Fair,42626.82166164269
18,25542.099608888722,Nissan,Hybrid,Automatic,2.0,1.5442222764504554,119.32679558020114,Excellent,44263.37849500119
10,51425.07499821785,BMW,Diesel,Automatic,3.0,1.6191483762549883,120.98340781964598,Poor,34921.97882694144
3,24129.847495918086,BMW,Petrol,Manual,3.0,2.027028745453757,128.68721187834137,Poor,60365.22718189908
7,36086.10245605872,Honda,Hybrid,Manual,1.0,1.2985965832505313,150.54830477099637,Good,45393.64635925147
16,31637.460331668502,Mercedes,Diesel,Manual,3.0,2.440754293841975,95.16859000028458,Poor,31962.839135794016
16,74791.68012883123,Honda,Petrol,Automatic,1.0,1.3045575978428052,114.60709034634772,Fair,39101.82834293337
17,42075.406437964804,Hyundai,Diesel,Manual,1.0,1.9245222585655526,187.37979176218695,Poor,57782.6098009319
2,71367.58667388033,BMW,Electric,Manual,1.0,1.7821040469973575,203.6414563493734,Excellent,58684.19101782955
1,62082.41779177036,Mercedes,Petrol,Automatic,4.0,1.749975957872784,105.79105762624978,Excellent,52645.552076065775
16,,Kia,Electric,Manual,3.0,5.0,163.34161223654652,Good,
12,20411.11553720552,Audi,Petrol,Automatic,2.0,1.9779021325222816,129.06316551027402,Fair,42787.840565765015
5,75184.66479573598,Ford,Electric,Manual,1.0,1.3959726866007154,170.08444543734112,Poor,55757.17710524562
5,72928.81740801455,Audi,Hybrid,Manual,2.0,2.070096083900093,114.1022285184569,Good,55420.71320187552
9,30532.42323945931,Ford,Electric,Manual,1.0,1.6202574294510184,179.24496646392092,Poor,67869.68010660037
9,70142.66672946319,BMW,Diesel,Manual,3.0,1.974864781863951,144.66916074196067,Good,46581.40537225413
3,56722.89926052457,Audi,Petrol,Manual,1.0,1.094326257138107,130.30818398073276,Good,55680.09648877853
19,45450.47480093184,Audi,Diesel,Automatic,3.0,2.4561390984881086,148.5081221758566,Excellent,46616.494582492895
16,33521.29026056001,Nissan,Electric,Automatic,2.0,2.5481705070539693,207.77618695136204,Excellent,78417.28457948263
16,35617.81097101628,Honda,Petrol,Manual,3.0,1.7239583262933218,146.22039213697562,Excellent,45009.05598782783
3,90996.24191571852,Nissan,Electric,Automatic,2.0,3.4007051891095887,161.3992836919899,Good,63068.93499810005
1,50013.65637914965,Audi,Hybrid,Manual,3.0,2.3803578166877872,153.59554229971013,Excellent,65571.90978035446
11,65642.60003062918,Nissan,Hybrid,Manual,1.0,1.870890473298602,153.76843182000334,Excellent,58948.264782117214
17,34182.01236664894,Nissan,Hybrid,Manual,1.0,1.7545246423869592,198.72007374764115,Fair,59845.23506609688
8,34402.94107556722,Honda,Electric,Manual,3.0,1.6093320107471847,183.2933786963341,Poor,62662.23340322861
4,,Mercedes,Electric,Manual,,1.7046307232077853,95.5958704751395,Poor,
6,23008.475768969358,BMW,Hybrid,Automatic,2.0,1.9450652980356131,171.946115569942,Fair,66228.31869000048
8,41695.72464189457,Mercedes,Electric,Automatic,2.0,1.9781204347276171,214.48781881630072,Fair,58082.59855228601
3,50680.54822144464,BMW,Diesel,Automatic,3.0,1.297984274098365,140.68925227959585,Excellent,59737.92773428545
16,52227.45203680105,Mercedes,Electric,Automatic,3.0,2.677372116808403,184.18801739545074,Excellent,63093.30727120246
3,46418.13429967687,Mercedes,Diesel,Manual,3.0,2.3933857203354516,39.39445707804923,Poor,45570.021450804146
18,57916.39562191846,Ford,Hybrid,Automatic,3.0,2.9236197174354945,111.35459164885978,Fair,38560.71261574986
14,63857.11511635623,Nissan,Electric,Manual,2.0,2.183945250813121,245.79690529805853,Fair,58704.35675250071
18,64692.7509091866,Hyundai,Hybrid,Manual,2.0,2.523361676131479,180.5304063652659,Excellent,50345.67942625191
2,30283.923826643466,Honda,Petrol,Automatic,4.0,1.374885053841027,158.72970579442637,Poor,46027.58492047627
3,44316.89804142406,Mercedes,Electric,Automatic,3.0,2.3011223481456193,223.62515321708617,Good,79269.27748821778
16,73895.25723753875,Audi,Electric,Manual,4.0,1.1041695232441096,105.57054995939998,Fair,33332.11292633551
9,67892.94375147745,Kia,Hybrid,Manual,3.0,1.5141934877707266,200.768363401173,Poor,54538.78937765211
4,22542.810970378723,Ford,Hybrid,Manual,4.0,3.2532749453262344,115.70001337353497,Poor,57093.82672827845
1,57029.598007044035,Kia,Hybrid,Automatic,2.0,1.8250552880341808,153.78581625721625,Poor,56803.88427587595
4,,Toyota,Petrol,Manual,2.0,1.9904317591075458,85.00596159101639,Fair,
1,50938.69804120739,Toyota,Petrol,Manual,4.0,2.350970488609513,134.65540122385755,Good,51656.94720634519
14,87955.34033491954,BMW,Hybrid,Manual,1.0,1.9806061584441534,202.94616408710306,Excellent,46505.9211148946
16,31042.145654620275,Mercedes,Electric,Manual,3.0,1.4892840206705635,129.57632166169677,Good,42322.28238697951
8,33313.53909016836,Honda,Electric,Automatic,4.0,1.5016294739589284,169.72303998689225,Poor,53436.34957376861
7,65280.59563145719,Audi,Hybrid,Automatic,4.0,2.400736622190702,130.5300454044754,Fair,47954.47949271982
3,19143.96969580708,Hyundai,Diesel,Manual,1.0,2.149135116248374,167.22643186403388,Fair,61915.53307749395
17,37344.89940229922,Hyundai,Petrol,Automatic,2.0,2.4181902714166723,179.7917805308148,Good,56823.39040534328
1,61928.82275163505,Ford,Petrol,Manual,4.0,2.2936909291439647,122.87657812083872,Good,43191.20775212671
