Size,Bedrooms,Bathrooms,Neighborhood,YearBuilt,HasGarage,LuxuryRating,ProximityToCityCenter,Condition,Price
2113.729967302065,,1.0,Rural,1918,,High,2.9695651217742474,4.085126243603058,573971.1907598086
2653.571377141214,1.0,3.0,Rural,2003,1.0,Low,7.611417806430651,8.508778720545674,623506.2785564787
1196.2583827193862,3.0,3.0,Suburb,1905,0.0,Medium,0.08105053757705338,6.938072066351649,524765.446321966
2092.3169292661523,2.0,3.0,Industrial,1903,0.0,Medium,3.7179829129230137,4.113403447679216,587559.0949895545
2129.9413971242116,3.0,2.0,Downtown,1929,1.0,High,4.715839495421757,6.521209015318073,615322.2649691558
2390.9114358886554,4.0,1.0,Commercial,2002,1.0,High,5.706015625265868,4.5211297934900205,600326.7446455959
1381.5246445609591,2.0,3.0,Rural,1994,1.0,Low,4.044387051599573,4.65436724273331,497516.3316791844
1339.7716934578618,5.0,1.0,Downtown,1945,1.0,Medium,2.7484785201598716,3.389234299405245,529469.2220336867
2260.970782808449,4.0,1.0,Suburb,1926,1.0,Medium,7.452560826835411,0.13389370298678305,587462.0843723381
2148.492336616593,3.0,2.0,Rural,1944,1.0,Medium,7.106515589327184,2.150253358987158,579769.9104383794
10000.0,,,Rural,1984,0.0,High,4.241420372827731,2.790788789967807,1788133.7699598442
2173.2241047484877,3.0,1.0,Suburb,1936,1.0,High,1.4186579757789586,5.8380075477328965,613686.1924064247
1659.9876392107547,1.0,2.0,Suburb,1908,1.0,Low,5.612336197528916,5.306876608738275,448621.74361749983
2116.1268485805017,4.0,2.0,Suburb,1960,0.0,Low,5.363501081517192,7.172466568413987,610195.7081974181
2146.5362366493405,2.0,2.0,Downtown,1934,1.0,Medium,3.6658825519886094,2.5933263128281157,583571.5492328624
1642.824290986816,3.0,3.0,Downtown,2005,1.0,Low,1.089873914556986,8.573580970879345,610141.5332137683
2932.8872555723783,3.0,3.0,Downtown,1946,0.0,Low,4.456891574458958,8.388707787091203,773823.7974009289
2236.9164604558937,1.0,2.0,Industrial,2015,0.0,Medium,6.5331115919162865,5.070873300095819,554064.8910383671
1404.3482513986755,2.0,3.0,Rural,1920,1.0,High,6.83433467147673,3.6274992458728064,488995.0468074291
2328.276804316915,4.0,3.0,Downtown,1916,0.0,Low,4.9116308056466265,3.7309938513935426,683519.0111853107
1512.6591648863393,,1.0,Industrial,1954,,Medium,3.7530531658190482,5.3962712163786,488355.7151645168
2393.542301871226,1.0,2.0,Rural,1987,1.0,Low,6.4689269306501735,8.765190606111169,593730.4030182346
2579.297789503702,4.0,2.0,Downtown,1994,0.0,Low,2.7259792587336427,4.810159521138289,690083.6360817897
1589.6588408241448,5.0,3.0,Suburb,1905,1.0,Medium,2.2904229653255683,1.8359348448636892,629888.5156715852
2481.6880646221607,3.0,2.0,Commercial,2020,1.0,Low,4.823079108295278,8.79073530819961,647309.2737707238
2206.390463468249,3.0,,Downtown,1934,1.0,High,8.092894031429854,4.199227780039621,599201.7525962797
2411.030079997245,2.0,2.0,Commercial,1949,1.0,High,8.167904333342946,7.9075921041445,571717.9203208586
2948.396491326974,5.0,3.0,Downtown,1936,0.0,Medium,2.364444324140772,6.251553029661234,821005.2974109555
1877.3059419985648,3.0,3.0,Suburb,1912,0.0,Low,4.12548423356056,4.703142247098704,565245.2510400175
1623.1319178212552,3.0,3.0,Commercial,1924,1.0,Medium,9.867791560107083,6.931879109719404,509537.97219093033
1555.2427851872383,,1.0,Industrial,1995,1.0,Low,3.623163356133577,3.53050824509217,493202.5452896294
1592.0948575172808,4.0,2.0,Suburb,1900,1.0,Low,8.239478164768627,4.418086271319078,495675.4544538423
1961.4491452929478,3.0,1.0,Commercial,1948,1.0,Medium,6.952021128787512,3.9385292913343752,525045.0992102463
2170.575987408322,1.0,3.0,Commercial,1934,1.0,Medium,7.381716219342547,4.59863773757423,526769.6623730363
2138.3453996650096,1.0,1.0,Suburb,1982,0.0,Low,4.108288402333692,6.095501178597828,519004.726920603
2413.591624518012,4.0,2.0,Suburb,1952,0.0,Low,4.1674794729007,6.080564328051775,671838.2728275924
2006.5009459389535,5.0,2.0,Suburb,1951,0.0,High,3.178767604590867,1.889366000414034,678581.5258420198
2726.7670385786587,2.0,3.0,Rural,1953,1.0,Medium,6.597662868546968,3.928920458128993,682006.3083045647
1867.671583381022,1.0,3.0,Industrial,1975,1.0,High,1.7269826507896338,4.2742176025632554,583301.8439699119
3360.0845832948094,1.0,1.0,Downtown,2003,1.0,High,4.673199098504207,6.172303180651337,713819.815278803
2312.8336738825033,,,Commercial,2003,,Medium,8.26894379661466,2.199365405528675,667730.29386723
1571.4212217918587,5.0,1.0,Downtown,1946,1.0,Low,6.189080014837898,6.412935497795954,541399.0728445946
1464.5537509694439,5.0,2.0,Suburb,1942,0.0,Medium,7.005277064592416,2.746582083303053,488168.78201519215
2241.2362076215927,4.0,2.0,Industrial,1919,1.0,Low,1.7119087276903002,5.496695368003922,675412.3421050096
1888.2686073370746,1.0,2.0,Industrial,1932,1.0,Low,3.0118340110028576,7.228879330000845,553127.8129971605
2357.000247046046,2.0,2.0,Rural,1992,1.0,Medium,7.368312958644654,2.546239230856573,560049.9294661651
2236.6188122867725,1.0,2.0,Suburb,1915,1.0,Medium,5.251564936079291,5.483499351094323,561575.9396728225
1963.5855436715635,5.0,1.0,Commercial,1977,0.0,Low,2.920716522599663,4.629037508536912,607269.6047236089
1576.6031409657976,1.0,2.0,Rural,1906,1.0,Medium,6.252772066200585,3.0451046667299613,432469.9906525817
1242.5763876570677,2.0,1.0,Suburb,1969,1.0,Medium,3.9328821044978195,2.550074486939442,450677.03691131866
1776.7425239664894,,2.0,Rural,1920,0.0,Low,10.07511822131207,3.5849321662351668,479498.1891127841
2428.199397161736,1.0,1.0,Downtown,1935,0.0,Low,6.19806256051019,3.3790005181629184,537670.9756509686
2107.046872065102,4.0,1.0,Suburb,1985,0.0,Low,3.154776329066367,4.588809137909325,594983.8291658362
1377.130610644006,3.0,1.0,Commercial,2003,1.0,Medium,6.762040368111304,4.146751239244206,422483.955142468
2086.590462925591,4.0,3.0,Commercial,1953,1.0,Medium,8.229536633687491,5.847232424145009,605063.6828153554
2192.658689864418,4.0,,Suburb,1918,1.0,Medium,4.98809124485031,6.616984548857704,618898.7646421937
1558.0712818994334,4.0,1.0,Rural,1924,1.0,Medium,3.464133706805905,1.941988726805715,497712.08799150767
2076.8625529727638,1.0,2.0,Industrial,1966,0.0,Low,5.088643037333573,4.498698851126312,541695.4755210421
2029.1043592229998,5.0,1.0,Suburb,1999,0.0,Low,3.7744059270776757,3.100150712407492,570925.6403231065
1428.5148510846884,3.0,1.0,Commercial,2008,0.0,Low,4.483370126852833,2.829667357792215,477274.9060868078
10000.0,,3.0,Downtown,1952,,Low,30.0,1.8623967298307047,1579726.1865371403
2280.3922631841174,5.0,2.0,Commercial,1997,0.0,Low,6.7504299503267715,1.7146210356092784,648639.5639802924
2541.5256215876384,1.0,3.0,Industrial,1974,1.0,Medium,2.701441878594352,3.9617480005590124,673696.2470559488
2526.9010260174514,4.0,3.0,Commercial,1947,1.0,Low,6.2163238588644765,5.785815666669272,696521.2985067436
1311.1653160214546,2.0,3.0,Industrial,1941,1.0,Medium,4.391799772361702,5.77869404561358,533895.3665395244
1531.0874800424385,3.0,1.0,Suburb,1946,0.0,Medium,5.445802907510809,2.8946414321938336,494269.66063531506
2257.51763360433,5.0,3.0,Commercial,1990,0.0,Medium,4.05059098199037,2.692358226712804,694793.0755710675
2256.8929754561045,5.0,3.0,Rural,1941,1.0,Low,5.392434222672361,5.478489707600269,719540.2948643918
2257.523843153024,2.0,2.0,Rural,1901,1.0,High,5.86529606925797,4.136514685392993,628299.6011054445
3926.365745327361,1.0,2.0,Commercial,1905,1.0,High,4.298272054469088,6.779420363206804,817141.5547182658
2285.4452553465835,,,Commercial,1945,1.0,Low,1.5409124052664742,2.7785577105634047,666643.8584849973
2567.7828200902995,2.0,2.0,Downtown,1965,1.0,Medium,5.674030757202746,1.2845780971365617,655185.1068161927
2477.0008817466014,4.0,3.0,Commercial,2005,1.0,High,5.781658436398744,6.22496842059563,681844.8677932774
2325.6956256528993,3.0,2.0,Downtown,1980,0.0,Medium,2.134519985138266,1.2199214727899594,623825.4271811305
1842.3653776798271,5.0,1.0,Downtown,1939,1.0,Medium,3.03784243521417,2.108400195507315,598067.7466561454
2379.4846102466336,2.0,3.0,Downtown,1957,0.0,Medium,4.304405279291238,3.661543220604906,633133.6331507501
1613.587392731214,5.0,2.0,Downtown,2011,1.0,Medium,0.4102746089388667,4.430013116498247,619671.0267590173
1881.5906966299956,5.0,3.0,Suburb,1977,0.0,Medium,6.415812235320289,6.202954655133277,651277.3396860654
1757.3182260854483,5.0,2.0,Rural,1973,0.0,High,4.022389326785829,2.9715636459209667,616973.8469909427
2040.9370696931612,1.0,3.0,Downtown,2008,0.0,Medium,5.577140950443985,7.635423452417774,577331.8909780737
3157.329283336754,,2.0,Rural,1932,,Low,2.8754574613099724,1.967802836399727,770472.3226807518
1066.367403704126,4.0,1.0,Downtown,2005,1.0,Medium,9.034977037194574,4.256122119865062,387217.3140825487
2343.1300951872568,4.0,2.0,Rural,1961,1.0,Medium,2.15882111802046,6.6603099185298,671805.7050532526
1193.642064405174,3.0,3.0,Commercial,2017,1.0,Low,4.003052886031702,6.766187298396955,540590.5122027816
1764.0340671052832,5.0,3.0,Commercial,1911,0.0,Medium,7.398167479410434,-0.9100518975538607,641846.0573519332
2544.475298483683,5.0,,Rural,1995,1.0,High,2.7011690526106045,10.415888283567071,760736.0374575052
2032.1400095477313,2.0,3.0,Downtown,1948,1.0,Medium,5.182036926943258,4.3555436544371675,582183.7137412009
1461.127611035347,1.0,1.0,Suburb,1987,1.0,Low,6.2536861223641145,5.556890674838012,388075.4867060928
1642.348145370016,3.0,3.0,Rural,1977,0.0,Low,1.9870596807355132,4.332722240056197,643604.2958708031
2339.798874467338,5.0,3.0,Industrial,1904,0.0,Medium,3.662689277713303,9.270307775990505,728805.7883463841
1634.8166841414318,,1.0,Suburb,1950,1.0,Medium,5.380326388951018,7.578687481855916,500056.3627468719
2108.2292947909873,1.0,3.0,Industrial,1968,1.0,Medium,5.906640999503065,9.21501387647664,557014.5923685046
2022.7859199519069,3.0,3.0,Rural,2010,1.0,Medium,3.3554037755212907,5.94646614978473,649626.9181091855
1674.1998261970914,3.0,1.0,Downtown,1931,1.0,Low,8.681134750276218,6.824294054032918,458262.97061908484
3071.972044662663,5.0,2.0,Industrial,2008,0.0,Low,5.961887276551072,2.910762413819591,765867.6567053947
2316.9595111590056,3.0,1.0,Rural,1948,1.0,Medium,6.5533044863848815,4.470807268565649,575039.2283393049
987.4287066711964,2.0,3.0,Suburb,1996,1.0,Low,6.43597828261659,6.825909240613836,431414.3669170896
2093.227157384714,3.0,2.0,Downtown,1959,0.0,High,1.8733851916451871,5.636491275974933,656816.5497241835
1669.106767615806,4.0,2.0,Industrial,1945,1.0,Low,4.770459865710976,5.211408677432886,525665.754467245
2426.216667398112,2.0,2.0,Rural,1967,1.0,Medium,4.9675253960745795,3.448662401730748,596181.0667799533
1603.7396307836498,,,Downtown,2020,,Medium,4.491281491655375,7.330942841538585,524116.47764473007
1942.6317792665504,1.0,2.0,Downtown,1993,0.0,Medium,5.414916027196822,7.302560550142864,502825.9720805154
2252.4936394902284,5.0,2.0,Commercial,1940,0.0,Medium,0.7854034105258814,7.084417613069435,709070.2080149655
2432.8775970850606,5.0,2.0,Downtown,1980,1.0,Medium,5.256171776419929,5.584075954000155,685533.9604246407
1399.8517964721118,4.0,3.0,Rural,1966,1.0,Medium,4.393369051349737,5.02020910211186,555137.5417107401
1832.7493820795257,1.0,1.0,Suburb,1912,0.0,Medium,0.7679177673358089,7.248264772464172,516782.74782728346
1762.5273444195218,1.0,1.0,Commercial,2007,0.0,Medium,5.8448456443552725,6.873600966041793,434552.6959859228
1673.335383713144,1.0,3.0,Rural,2011,0.0,Medium,2.637607450987243,3.2145873692291382,536547.8816404657
2882.7271201405483,1.0,2.0,Rural,1999,1.0,Medium,4.238957508825023,5.6326954116930175,658945.5076175197
